,Feature Name,Importance,Delta,FR_Decrementing,FR_Incrementing,FRD_abs,FRI_abs,FRD_MAD,FRI_MAD
24,science_space_acxiom,0.002345317001745595,0.15631846564266344,0.0,0.0,0.0,0.0,0.0,0.0
17,motorcycling_acxiom,0.0023849858103546476,0.11949148097180673,0.0,0.0,0.0,0.0,0.0,0.0
33,household_basicdemographics_lengthofresidence,0.0023864114795164246,2.848221306019329,0.00011063906556991313,6.697698737343134e-05,0.00013995873359086208,9.608871399698013e-05,0.0,0.0
6,conservative_acxiom,0.002416345872372275,0.06752004240767955,0.0,0.0,0.0,0.0,0.0,0.0
49,spending_categoryspend_jewelry,0.002457246208217398,56.34424972036709,-4.3465740297251246e-05,0.00014202074564525236,0.00017396184139211937,0.0003540356963120569,0.0,0.0
9,grandchildren_acxiom,0.002469249812649224,0.12836726481056304,0.0,0.0,0.0,0.0,0.0,0.0
22,political_acxiom,0.0026101237387955102,0.24595980943626844,0.0,0.0,0.0,0.0,0.0,0.0
69,etechdemographics_assimilationindex,0.0027167659045083557,0.43133570807507715,0.0,0.0,0.0,0.0,0.0,0.0
66,spending_totalonlineorder_total,0.002771086974953285,4.520736651166707,0.0013642906602723832,-0.005235441798775763,0.0013642906602723832,0.005335300991276,0.0,0.0
4,children_product_acxiom,0.0027760119181254633,0.21981375498159536,0.0,0.0,0.0,0.0,0.0,0.0
21,pet_owner_acxiom,0.002962888225136129,0.2440863765971411,0.0,0.0,0.0,0.0,0.0,0.0
15,hunting_acxiom,0.0030322469065906465,0.040960660989804526,0.0,0.0,0.0,0.0,0.0,0.0
8,gardening_acxiom,0.003108620042493027,0.22964121655319025,0.0,0.0,0.0,0.0,0.0,0.0
43,spending_categoryspend_garden,0.0031275312508812297,18.793955356543613,0.0002272685765481597,-2.5967963866719773e-05,0.0002322182174233793,3.0424238791533075e-05,0.0,0.0
14,home_office_acxiom,0.0031501876108410115,0.24311270662162263,0.0,0.0,0.0,0.0,0.0,0.0
27,video_games_acxiom,0.003185720368995095,0.10613701400273655,0.0,0.0,0.0,0.0,0.0,0.0
25,self_improvement_acxiom,0.0031937811167758816,0.1858338437812702,0.0,0.0,0.0,0.0,0.0,0.0
48,spending_categoryspend_housewares,0.0032801775044091624,18.83171353150067,1.4267851323740933e-05,0.0006992802093634138,2.429699816174528e-05,0.0006992802093634138,0.0,0.0
86,marketindicespopulationdemographicsage_total_medianage,0.00342730215192558,8.178693538790258,-0.0004357903854702522,0.0002819532080800206,0.0004357903854702522,0.0002819532080800206,0.0,0.0
11,high_tech_living_acxiom,0.003453033966157904,0.1761865622329587,0.0,0.0,0.0,0.0,0.0,0.0
46,spending_categoryspend_homecare,0.0035875640740597264,51.142111764699926,0.0,0.0,0.0,0.0,0.0,0.0
50,spending_categoryspend_music,0.0036062516918317754,0.4154306600492851,0.0,0.0,0.0,0.0,0.0,0.0
79,marketindicespopulationdemographicsage_age25plus_medianage,0.0036926974683100296,9.306329117648339,0.0008106942424921098,-0.002708178170054536,0.0008113346514184879,0.0027229368530400635,0.0,0.0
1,buddhist_acxiom,0.0037306672268679485,0.05404745525600052,0.0,0.0,0.0,0.0,0.0,0.0
64,spending_totalonlineorder_dollars100to250,0.0037344094623782366,1.1163352174434562,0.00018002191586620733,-0.00040795912060332507,0.0001841402168381884,0.0005824579368521691,0.0,0.0
19,music_player_acxiom,0.0038003441153483873,0.22376497342278232,0.0,0.0,0.0,0.0,0.0,0.0
53,spending_categoryspend_personalcare,0.003957593619683052,7.377355000231657,5.5799433507825597e-05,-7.673031109956553e-05,5.5799433507825597e-05,7.673031109956553e-05,0.0,0.0
36,spending_averagedollaramountperorder,0.003983766337174081,1122.2572454582105,0.002476623193309921,-0.011668363360601414,0.002476623193309921,0.011668363360601414,0.0,0.0075264268806615395
13,home_furnishings_acxiom,0.004022811406676745,0.20465696459096627,0.0,0.0,0.0,0.0,0.0,0.0
61,spending_retailactivitydate,0.004201194329635756,5024904.174669753,1.4709130263965094e-05,4.909731082355501e-05,0.00019744735779613206,0.000141346172524146,0.0,0.0
71,marketindicespopulationdemographicsage_age18plus_medianage,0.004268234175478134,8.980258256261898,-0.0023561054915794757,0.0012388871085743365,0.005000947815787153,0.004686886779706045,0.0016980339062204475,0.0
12,highbrow_acxiom,0.004436412087685996,0.1415294599030636,0.0,0.0,0.0,0.0,0.0,0.0
30,person_basicdemographics_lengthofresidence,0.004470908870384282,2.8302746706756614,-0.0008529688291153244,0.0005476133052859984,0.0008529688291153244,0.0005476133052859984,0.0,0.0
16,lottery_acxiom,0.0048591841299241685,0.10791988999739084,0.0,0.0,0.0,0.0,0.0,0.0
90,marketindicespopulationdemographicsage_white_percentage65plus,0.0050538281479822885,5.071256469844,-0.0008979589324930109,0.0003362464608102342,0.0010100574899877606,0.0007968444439891819,0.0,0.0
20,no_party_acxiom,0.005110079609963336,0.18429975266197102,0.0,0.0,0.0,0.0,0.0,0.0
10,green_investors_acxiom,0.005230271327213567,0.227393664595025,0.0,0.0,0.0,0.0,0.0,0.0
62,spending_retailrecentpurchases_retailactivitydate,0.005305663786616528,5024904.174669753,0.00033154361820460156,-0.000536362294111911,0.0005820240777023619,0.000689220465466256,0.0,0.0
65,spending_totalonlineorder_dollars250to500,0.005595172510695027,0.6717092192317123,0.00031553552148887626,2.4941485413753762e-05,0.0003502194985417357,0.00033434180628736743,0.0,0.0
0,books_acxiom,0.00571094159416012,0.23869623963048237,0.0,0.0,0.0,0.0,0.0,0.0
80,marketindicespopulationdemographicsage_ageblack_percentage65plus,0.005942865445571901,8.260983485977201,-0.0002682990401777834,0.0007968123602494997,0.0011229967593427196,0.0025034342184896935,0.0,0.0008977978298520678
77,marketindicespopulationdemographicsage_age18plus_percentage75plus,0.006039378185396572,3.2074770504514536,-0.0020304937208240406,0.0011136179491181045,0.0021898913913353515,0.001114341997576495,0.0,0.0
51,spending_categoryspend_novelty,0.00617822590563651,13.045167676799151,0.00010337347801097842,-0.0001939355365673922,0.00010374352423778293,0.00020634516556208545,0.0,0.0
3,children_acxiom,0.0061981678983506336,0.25,0.0,0.0,0.0,0.0,0.0,0.0
58,spending_lastonlinepurchasedate,0.006398215040266921,4511012.561741731,-0.0003117935447116368,0.0065433357033104185,0.0020386471446614705,0.006745379055222472,0.0,0.0016307434905091511
38,spending_categoryspend_beauty,0.006414716545368515,92.21549315921655,-9.756591910524195e-05,-0.0002398750824026641,0.00052333296337391,0.0005521299478911477,0.0,0.0
41,spending_categoryspend_foodandbeverage,0.006862672165460694,325.9393645448578,0.0003298625086828121,-0.00990069085444091,0.0003298625086828121,0.00990069085444091,0.0,0.007441987351609287
99,person_basicdemographics_singleparent,0.006932324579116166,0.16818887852249909,0.0,0.0,0.0,0.0,0.0,0.0
82,marketindicespopulationdemographicsage_agehispanic_percentage18to64,0.00703124668681915,13.408435216404637,-0.0027337587764835703,0.0011647476668495862,0.0032209200794480934,0.0013607744538166636,0.0,0.0
34,household_basicdemographics_numberofchildren,0.007133390303138995,0.4310635732592298,0.0,0.0,0.0,0.0,0.0,0.0
2,celebrities_acxiom,0.007288142817194154,0.13903781784758723,0.0,0.0,0.0,0.0,0.0,0.0
73,marketindicespopulationdemographicsage_age18plus_percentage25to34,0.0075159112045183815,5.839217900155057,0.0008787924444276649,-0.0010099665945036947,0.0014373798278237602,0.0015764797485471455,0.0,0.0
28,walking_acxiom,0.0076482005822470995,0.1991076897656467,0.0,0.0,0.0,0.0,0.0,0.0
5,children_support_financially_acxiom,0.007656511123917831,0.15418652066170335,0.0,0.0,0.0,0.0,0.0,0.0
18,movies_acxiom,0.008050310748713669,0.24993008290033494,0.0,0.0,0.0,0.0,0.0,0.0
32,household_basicdemographics_generations,0.008079746248525825,0.43701384342213445,0.0,0.0,0.0,0.0,0.0,0.0
85,marketindicespopulationdemographicsage_total_averageage,0.00825023489140225,7.608941938309323,0.00019583344409159392,-0.0009077033630847831,0.0011145806571140507,0.004185299861537157,0.0,0.0
26,travel_acxiom,0.00826432279177514,0.2340609199417402,0.0,0.0,0.0,0.0,0.0,0.0
91,marketindicespopulationdemographicsage_white_percentunderage18,0.008525428778052978,4.842721208400482,-0.0007203203319785603,0.0010725622338518047,0.0008856392599877541,0.0012094613718389184,0.0,0.0
47,spending_categoryspend_homefurnishings,0.008528673307941588,212.6057145694244,0.0018528494324176541,-0.022386848710973,0.0020734321560866254,0.02871385194192716,0.0,0.013776471646133687
70,marketindicespopulationdemographicsage_age18plus_averageage,0.00864259329512712,8.807108804533232,-0.0014828225629008281,0.004556686981220878,0.0020905541117362857,0.006476369240049995,0.0,0.0
23,professional_living_acxiom,0.00928022551205498,0.1634241435465922,0.0,0.0,0.0,0.0,0.0,0.0
7,fishing_acxiom,0.009514684991055235,0.23106570746631824,0.0,0.0,0.0,0.0,0.0,0.0
81,marketindicespopulationdemographicsage_ageblack_percentunderage18,0.009722424863304154,9.836849297803502,0.0010231858124957595,-0.0031661233158751688,0.001552858154006855,0.0035722254572726495,0.0,0.0
78,marketindicespopulationdemographicsage_age25plus_averageage,0.010224705268408412,9.284892161583501,-0.0006299691620974057,0.005938835446486176,0.0019439807816752509,0.00719211189097586,0.0,0.0017094197877393427
89,marketindicespopulationdemographicsage_white_percentage18to64,0.01038848720750501,11.946210595393058,-0.0013568502805659604,-6.134256508260907e-05,0.0020034695911637533,0.0014786787560098257,0.0,0.0
92,marketindicespopulationdemographicsage_household_underage18_percentage12to14,0.010508317158197226,4.575062505310919,0.00025947563482623016,-0.00022583587539396082,0.0028748443795748486,0.0033249233267031077,0.0,0.0
40,spending_categoryspend_computinghomeoffice,0.010589590213063126,14.085422307942633,-0.0005443747638784865,0.00020721970178977375,0.0005443747638784865,0.00020721970178977375,0.0,0.0
45,spending_categoryspend_health,0.01095201116479418,111.30520467878138,2.9275562733854506e-05,0.0008950725108716383,0.0001041438562058481,0.0009240880358800886,0.0,0.0
52,spending_categoryspend_other,0.011057174389368646,271.61224561415304,1.729758862525252e-05,0.000852055052861285,0.0004552670720496856,0.0013125395479141563,0.0,0.000532621557860255
54,spending_categoryspend_specialtygifts,0.01134582952170349,287.2392764453813,0.00042852163130214555,-0.003476865107021194,0.0013318103566039117,0.010527235043552425,0.0,0.00687434985151366
67,spending_weekssincefirstonlineorder,0.011957709287220756,65.1619652390387,-4.57258449021776e-05,-0.00020048903470279935,0.0010817858309593372,0.0014702760712295793,0.0,0.0
94,marketindicespopulationdemographicsage_household_underage18_percentage3to4,0.011978573205627828,3.4369500356922766,0.0002320952677460252,-5.976479631808255e-05,0.0021678561115307127,0.0020081113147843548,0.0,0.0
55,spending_categoryspend_sportsandleisure,0.01217945655699687,190.8839189263302,0.0007721043212178193,-0.011528644483272366,0.0007977876920680123,0.012286250242086079,0.0,0.0077264417915540035
37,spending_averagedollaramountperpurchase,0.012188027758766956,1122.5324129120856,0.0040663690649873,-0.01280089450814762,0.00431924073400429,0.013375275331765664,0.0,0.006598599808745741
68,spending_weekssincelastonlineorder,0.012839689850975168,92.91418336910046,3.263346502019893e-05,0.0004022055916569526,0.0014200040162921541,0.0028503981487553324,0.0,0.0005068293055825179
39,spending_categoryspend_childrensproducts,0.012974242986871802,87.76345424020377,-0.0005593704593974281,0.0028400593352864395,0.0005941358817042012,0.0028421375387400593,0.0,0.0014076795035062872
75,marketindicespopulationdemographicsage_age18plus_percentage45to54,0.013057711554386396,4.649736182498649,0.0016853652120292558,-0.0015162307287880058,0.002127384473131649,0.0018269308505754864,0.0,0.0
44,spending_categoryspend_gifts,0.013251024801785003,28.75091265135647,0.00038761698230696236,-0.0006500067486535571,0.000622890198805547,0.0009044338912822294,0.0,0.0
56,spending_categoryspend_stationery,0.013251403502629258,89.44522218708174,-1.870354364136626e-05,0.0001496843804238907,0.0004612548719310783,0.0030310387874342253,0.0,0.0
31,household_basicdemographics_estimatedincomemax,0.014530015487103863,20658.077014445415,0.00032828921463635405,-0.0013605115104193273,0.0027410931098564716,0.002830405104454129,0.0,0.0
96,marketindicespopulationdemographicsage_household_underage18_percentage6to8,0.015296355331567995,4.2820459510004305,-0.001781300987994614,0.001119041211949914,0.0027450983232645155,0.0012183488522714242,0.0,0.0
98,marketindicespopulationdemographicsage_household_underage18_percentunderage3,0.015930101938541566,5.039501035731964,-0.0006864036458051106,-0.0006125546227279826,0.0024485401707596936,0.003038668753323704,0.0,0.0
93,marketindicespopulationdemographicsage_household_underage18_percentage15to17,0.016066960327256654,4.5078503550779585,-0.0012228972205552758,4.9163725657450805e-05,0.0027074543939943838,0.0037327097961144485,0.0,0.0
35,spending_averagedaysbetweenonlineorders,0.016202763862928706,83.10255706508141,0.00014270370958554014,0.000819871559995664,0.0015739071021763675,0.0019395666657073493,0.0,0.0
87,marketindicespopulationdemographicsage_total_percentage18to64,0.016224221685143658,11.969374683312932,-0.0004439866365111215,-0.004520251400415503,0.0012318805440932439,0.007857085038556005,0.0,0.0
42,spending_categoryspend_furniture,0.016344771411321696,936.1111013039016,-0.00010202605037611492,-0.0010494969836455528,0.00042181016736098233,0.006197304703545112,0.0,0.0
97,marketindicespopulationdemographicsage_household_underage18_percentage9to11,0.01661838742315825,4.136589458972429,0.0024426216522769515,-0.005850394584003886,0.003026579197347877,0.006227494467723227,0.0,0.0
63,spending_totalonlinedollars,0.017260748796802367,7861.543707766683,0.0008376600966502614,-0.032465992185199764,0.001268464550219735,0.032842446679979515,0.0,0.02591198044871503
59,spending_offlinedollars,0.017273221131240593,1157.7797312187745,0.0011961228482889267,0.005591030889776134,0.0038163661183795838,0.006479338131875109,0.002163366314384907,0.003775065028564971
84,marketindicespopulationdemographicsage_agehispanic_percentunderage18,0.019051009567336095,9.22059650974028,0.004856488709981019,-0.012068826998988123,0.007090742368519944,0.01302957512238072,0.0,0.0
95,marketindicespopulationdemographicsage_household_underage18_percentage3to5,0.0197560386789014,4.475898753253821,-0.0028798129703257,0.0015612892543402385,0.0036937045148357135,0.004003440233434028,0.0,0.0
57,spending_firstonlinepurchasedate,0.020743954212889628,4507566.440917574,-0.0009577460217237764,-0.0014645384749938386,0.0038322629090858065,0.006673553175964872,0.0,0.0010941585732803655
29,person_basicdemographics_age,0.02119911952451571,7.510425731982843,0.006735803959118683,-0.006207089789280291,0.00855565352225466,0.007169852270026669,0.0,0.0
83,marketindicespopulationdemographicsage_agehispanic_percentage65plus,0.0216598777686541,4.935078601090446,0.0019744104179497176,-0.006426732656392515,0.0033034512533322595,0.009774456031334484,0.0,0.0
76,marketindicespopulationdemographicsage_age18plus_percentage55to64,0.021876333422079255,4.1825401373232,-0.0012627527121829303,0.002437283190303423,0.0033180976152726027,0.004349244170929995,0.0,0.0
72,marketindicespopulationdemographicsage_age18plus_percentage18to24,0.02479838268283075,3.6554739988006473,-0.010912503929856033,0.007228455495845535,0.011780559070773553,0.00848562588160376,0.0005360128519732235,0.00017150812553870867
