,Feature Name,Importance,Delta,FR_Decrementing,FR_Incrementing,FRD_abs,FRI_abs,FRD_MAD,FRI_MAD
99,household_basicdemographics_workingwoman,0.0051139871121645255,0.23843161205796726,0.0,0.0,0.0,0.0,0.0,0.0
18,professional_living_acxiom,0.0054489187459835385,0.1634241435465922,0.0,0.0,0.0,0.0,0.0,0.0
73,spending_totalonlineorder_dollars100to250,0.005591273391896245,1.1163352174434562,0.0002413450865846112,-6.326150703155074e-05,0.0002413450865846112,6.326150703155074e-05,0.0,0.0
14,luggage_acxiom,0.006396556788763196,0.09457951134573932,0.0,0.0,0.0,0.0,0.0,0.0
60,spending_categoryspend_specialtygifts,0.006810876717887932,287.2392764453813,0.0,0.0,0.0,0.0,0.0,0.0
52,spending_categoryspend_linens,0.006947578228887845,51.55847863217198,3.4017821718486626e-05,-1.7669564635124832e-05,3.4017821718486626e-05,1.7669564635124832e-05,0.0,0.0
4,charities_acxiom,0.007052467470785045,0.24759013593211635,0.0,0.0,0.0,0.0,0.0,0.0
11,highbrow_acxiom,0.00733444990594463,0.1415294599030636,0.0,0.0,0.0,0.0,0.0,0.0
45,spending_categoryspend_gifts,0.007457209308710395,28.75091265135647,0.0,0.0,0.0,0.0,0.0,0.0
0,aerobic_acxiom,0.007485068814845759,0.18194496622863365,0.0,0.0,0.0,0.0,0.0,0.0
94,marketindicespopulationdemographicsage_household_underage18_percentage3to5,0.007568950246817453,4.475898753253821,-0.0007219422880341487,0.0012528331062138594,0.0007219422880341487,0.0012528331062138594,0.0,0.0
37,spending_categoryspend_collectibles,0.007846359043341388,274.32375705157034,-0.0004487575792193215,0.00010355443814971581,0.0004487575792193215,0.00010355443814971581,0.0,0.0
75,spending_totalonlineorder_dollarsunder50,0.007911723663100669,2.605297112810551,-0.0002542955799897468,0.0008671666731423191,0.0003288458012727208,0.0008820134043819409,0.0,0.0
30,spending_averagedollaramountperpurchase,0.008066407624351618,1122.5324129120856,0.0037671737909668857,-0.0011104220247444441,0.005331985956657979,0.0018086519649727095,0.0,0.0
20,self_improvement_acxiom,0.008262158091664118,0.1858338437812702,0.0,0.0,0.0,0.0,0.0,0.0
93,marketindicespopulationdemographicsage_household_underage18_percentage3to4,0.008281645074664622,3.4369500356922766,-0.00020195080060832595,0.00044296550024335203,0.00020195080060832595,0.00044296550024335203,0.0,0.0
2,buddhist_acxiom,0.009675465388715464,0.05404745525600052,0.0,0.0,0.0,0.0,0.0,0.0
96,marketindicespopulationdemographicsage_household_underage18_percentage6to11,0.009706348978870367,7.238307734769318,0.00042159519425068355,-0.0003010187617233881,0.00042159519425068355,0.0003010187617233881,0.0,0.0
1,american_history_acxiom,0.00970891050800968,0.057729755035929274,0.0,0.0,0.0,0.0,0.0,0.0
57,spending_categoryspend_pets,0.009867978033230019,52.931798174100926,0.0,0.0,0.0,0.0,0.0,0.0
85,marketindicespopulationdemographicsage_ageblack_percentunderage18,0.00990608073843107,9.836849297803502,7.228755047914593e-05,-0.00030638541716959385,7.228755047914593e-05,0.00030638541716959385,0.0,0.0
26,veteran_acxiom,0.010636413042370596,0.13776733341911707,0.0,0.0,0.0,0.0,0.0,0.0
68,spending_onlinedollars,0.011011103705986586,7858.037929694529,0.00030695791031044894,-0.018370536418023328,0.00030695791031044894,0.018370536418023328,0.0,0.020062339609336344
43,spending_categoryspend_garden,0.01104524484485931,18.793955356543613,-0.00013670603710526138,0.007659659936318611,0.00013670603710526138,0.00773769640738995,0.0,0.0
67,spending_offlinedollars,0.012882940202390288,1157.7797312187745,-0.0005573094205341981,0.0004402716523226165,0.0005599553882939061,0.0004450405628031911,0.0,0.0
87,marketindicespopulationdemographicsage_agehispanic_percentunderage18,0.012986621402944105,9.22059650974028,-0.00046066285767476663,0.0005854667142167199,0.00046066285767476663,0.0005854667142167199,0.0,0.0
89,marketindicespopulationdemographicsage_total_percentage18to64,0.013351788262956639,11.969374683312932,0.0002536525707947516,-0.0038283049343779954,0.0002536525707947516,0.0038283049343779954,0.0,0.0
7,creatures_of_comfort_acxiom,0.013693285944212112,0.13517471970908432,0.0,0.0,0.0,0.0,0.0,0.0
51,spending_categoryspend_jewelry,0.014094368963812146,56.34424972036709,0.00017212948353806688,-5.719296839047579e-05,0.00022566627950690806,7.936202028745443e-05,0.0,0.0
27,person_basicdemographics_age,0.014159762629691588,7.510425731982843,-0.00033740234383944584,-0.00017941515371819742,0.000731384145200368,0.0008088674036182699,0.0,0.0
66,spending_lastonlinepurchasedate,0.014176172521669068,4511012.561741731,0.00010970886691575686,-0.0009872541130379548,0.00044435279678927623,0.0027025939111430647,0.0,0.0
6,collectibles_antiques_acxiom,0.01447655449811368,0.2491768772241321,0.0,0.0,0.0,0.0,0.0,0.0
19,religious_acxiom,0.014626368586029408,0.20755557738718766,0.0,0.0,0.0,0.0,0.0,0.0
92,marketindicespopulationdemographicsage_household_underage18_percentage12to14,0.015948245757176852,4.575062505310919,0.0009245303695713322,-0.0023574563161084996,0.0010140530541386363,0.002590158367797784,0.0,0.0
86,marketindicespopulationdemographicsage_agehispanic_percentage65plus,0.01619216575983107,4.935078601090446,0.00024484303552028936,-0.0007127702972870878,0.00024484303552028936,0.0007127702972870878,0.0,0.0
82,marketindicespopulationdemographicsage_age18plus_percentage55to64,0.018554196286994146,4.1825401373232,0.0006514683054769536,-0.0009905601330063916,0.0006514683054769536,0.0009940926217724111,0.0,0.0
74,spending_totalonlineorder_dollars250to500,0.01883280164282619,0.6717092192317123,4.0450115830925005e-05,-0.00012811711286240109,4.0450115830925005e-05,0.00012811711286240109,0.0,0.0
84,marketindicespopulationdemographicsage_ageblack_percentage65plus,0.019083145163038898,8.260983485977201,0.0003813897301246539,-0.0008624797828949719,0.0003813897301246539,0.0008624797828949719,0.0,0.0
10,high_tech_living_acxiom,0.019314529755393786,0.1761865622329587,0.0,0.0,0.0,0.0,0.0,0.0
97,marketindicespopulationdemographicsage_household_underage18_percentage6to8,0.020538473928296785,4.2820459510004305,0.0003798186598737037,-0.0005545641982792588,0.0005907255437954737,0.0015952596123804126,0.0,0.0
5,chiphead_acxiom,0.020872672589460538,0.09248600051012003,0.0,0.0,0.0,0.0,0.0,0.0
28,household_basicdemographics_estimatedincomemax,0.021051723676762727,20658.077014445415,0.0006740325703312745,-0.00033269763110292764,0.0006740325703312745,0.00033269763110292764,0.0,0.0
90,marketindicespopulationdemographicsage_total_percentunderage18,0.022164527058582816,5.387457997845725,-0.0050177035257168885,0.0053584437294213775,0.0050177035257168885,0.0053584437294213775,0.0,0.0
62,spending_categoryspend_stationery,0.024764014441400587,89.44522218708174,-0.0009242231784812984,0.004021269225222994,0.0009992651884969928,0.004095250962022101,0.0,0.0
76,spending_totalonlineorder_total,0.026395658030324756,4.520736651166707,0.0003857228968227956,-0.0007567332734675294,0.0004399449122438007,0.0009748724387162845,0.0,0.0
3,celebrities_acxiom,0.027061843414924694,0.13903781784758723,0.0,0.0,0.0,0.0,0.0,0.0
15,membership_clubs_acxiom,0.027132347673903247,0.19649670674467992,0.0,0.0,0.0,0.0,0.0,0.0
81,marketindicespopulationdemographicsage_age18plus_percentage35to44,0.029734772742999797,4.58390518019943,0.00040507908407932307,-0.0022609247832826654,0.00040507908407932307,0.0022609247832826654,0.0,0.0
12,home_living_acxiom,0.032161373765833765,0.17002803111291503,0.0,0.0,0.0,0.0,0.0,0.0
79,marketindicespopulationdemographicsage_age18plus_percentage18to24,0.03589302842920331,3.6554739988006473,-0.00022726867316945335,0.0010014448228871165,0.0004982392646696483,0.0012724154143873116,0.0,0.0
88,marketindicespopulationdemographicsage_total_averageage,0.04036450636407899,7.608941938309323,0.00019729288066173216,-0.0002762505768752457,0.0012388933435504928,0.0014342642017995313,0.0,0.0
83,marketindicespopulationdemographicsage_age18plus_percentage65to74,0.04454034571266013,3.7306522434330036,0.00026238264847446106,-0.0006316638146309391,0.0010916976352075898,0.0022970275405347724,0.0,0.0
31,spending_categoryspend_apparel,0.07977994156325542,449.2921968985313,-0.004225450602287231,0.014026375241619055,0.004851841192718752,0.015889925217709246,0.0,0.01367806500048302
49,spending_categoryspend_homefurnishings,0.09039024478784395,212.6057145694244,0.002093094131330299,-0.021980399816754155,0.0024753385555979757,0.02574493258078614,0.0,0.01625958026287222
